   2.0312500e+00   2.1875000e+00   2.5000000e+00   2.8125000e+00   3.7500000e+00   3.1250000e+00   3.7500000e+00   4.6875000e+00   4.3750000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.0312500e+00   2.2656250e+00   2.5000000e+00   2.6562500e+00   2.8125000e+00   3.1250000e+00   3.1250000e+00   3.1250000e+00   3.7500000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.0312500e+00   2.2656250e+00   2.5000000e+00   2.6562500e+00   2.8125000e+00   3.1250000e+00   3.1250000e+00   3.1250000e+00   3.7500000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.0312500e+00   2.2656250e+00   2.5000000e+00   2.6562500e+00   2.8125000e+00   3.1250000e+00   3.1250000e+00   3.4375000e+00   3.4375000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.0312500e+00   2.3437500e+00   2.5000000e+00   2.6562500e+00   2.8125000e+00   3.1250000e+00   3.1250000e+00   3.4375000e+00   3.4375000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.0312500e+00   2.3437500e+00   2.5000000e+00   2.6562500e+00   2.8125000e+00   3.1250000e+00   3.1250000e+00   3.4375000e+00   3.4375000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.0312500e+00   2.3437500e+00   2.5000000e+00   2.6562500e+00   2.8125000e+00   3.1250000e+00   3.1250000e+00   3.4375000e+00   3.4375000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.1875000e+00   2.1875000e+00   2.5000000e+00   2.8125000e+00   2.8125000e+00   3.1250000e+00   3.1250000e+00   3.4375000e+00   3.4375000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.1875000e+00   2.1875000e+00   2.5000000e+00   2.8125000e+00   2.8125000e+00   3.1250000e+00   3.1250000e+00   3.4375000e+00   3.4375000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.8750000e+00   2.5000000e+00   2.5000000e+00   2.8125000e+00   2.8125000e+00   3.1250000e+00   3.1250000e+00   3.4375000e+00   3.4375000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.8750000e+00   2.5000000e+00   2.5000000e+00   2.8125000e+00   2.8125000e+00   3.1250000e+00   3.1250000e+00   3.4375000e+00   3.7500000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.8750000e+00   2.5000000e+00   2.5000000e+00   2.5000000e+00   3.1250000e+00   3.1250000e+00   3.1250000e+00   3.4375000e+00   3.7500000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
